Row Labels,Sum of Total_Amount,,,Row Labels,Sum of Total_Amount,Sum of Customer_Rating,,Row Labels,Count of Total_Amount,,,Row Labels,Sum of Total_Amount
,,,,,,,,ORD_000667,,,,,
,,,,,,,,ORD_000668,,,,,
,,,,,,,,ORD_000669,,,,,
,,,,,,,,ORD_000670,,,,,
,,,,,,,,ORD_000671,,,,,
,,,,,,,,ORD_000672,,,,,
,,,,,,,,ORD_000673,,,,,
,,,,,,,,ORD_000674,,,,,
,,,,,,,,ORD_000675,,,,,
,,,,,,,,ORD_000676,,,,,
,,,,,,,,ORD_000677,,,,,
,,,,,,,,ORD_000678,,,,,
,,,,,,,,ORD_000679,,,,,
,,,,,,,,ORD_000680,,,,,
,,,,,,,,ORD_000681,,,,,
,,,,,,,,ORD_000682,,,,,
,,,,,,,,ORD_000683,,,,,
,,,,,,,,ORD_000684,,,,,
,,,,,,,,ORD_000685,,,,,
,,,,,,,,ORD_000686,,,,,
,,,,,,,,ORD_000687,,,,,
,,,,,,,,ORD_000688,,,,,
,,,,,,,,ORD_000689,,,,,
,,,,,,,,ORD_000690,,,,,
,,,,,,,,ORD_000691,,,,,
,,,,,,,,ORD_000692,,,,,
,,,,,,,,ORD_000693,,,,,
,,,,,,,,ORD_000694,,,,,
,,,,,,,,ORD_000695,,,,,
,,,,,,,,ORD_000696,,,,,
,,,,,,,,ORD_000697,,,,,
,,,,,,,,ORD_000698,,,,,
,,,,,,,,ORD_000699,,,,,
,,,,,,,,ORD_000700,,,,,
,,,,,,,,ORD_000701,,,,,
,,,,,,,,ORD_000702,,,,,
,,,,,,,,ORD_000703,,,,,
,,,,,,,,ORD_000704,,,,,
,,,,,,,,ORD_000705,,,,,
,,,,,,,,ORD_000706,,,,,
,,,,,,,,ORD_000707,,,,,
,,,,,,,,ORD_000708,,,,,
,,,,,,,,ORD_000709,,,,,
,,,,,,,,ORD_000710,,,,,
,,,,,,,,ORD_000711,,,,,
,,,,,,,,ORD_000712,,,,,
,,,,,,,,ORD_000713,,,,,
,,,,,,,,ORD_000714,,,,,
,,,,,,,,ORD_000715,,,,,
,,,,,,,,ORD_000716,,,,,
,,,,,,,,ORD_000717,,,,,
,,,,,,,,ORD_000718,,,,,
,,,,,,,,ORD_000719,,,,,
,,,,,,,,ORD_000720,,,,,
,,,,,,,,ORD_000721,,,,,
,,,,,,,,ORD_000722,,,,,
,,,,,,,,ORD_000723,,,,,
,,,,,,,,ORD_000724,,,,,
,,,,,,,,ORD_000725,,,,,
,,,,,,,,ORD_000726,,,,,
,,,,,,,,ORD_000727,,,,,
,,,,,,,,ORD_000728,,,,,
,,,,,,,,ORD_000729,,,,,
,,,,,,,,ORD_000730,,,,,
,,,,,,,,ORD_000731,,,,,
,,,,,,,,ORD_000732,,,,,
,,,,,,,,ORD_000733,,,,,
,,,,,,,,ORD_000734,,,,,
,,,,,,,,ORD_000735,,,,,
,,,,,,,,ORD_000736,,,,,
,,,,,,,,ORD_000737,,,,,
,,,,,,,,ORD_000738,,,,,
,,,,,,,,ORD_000739,,,,,
,,,,,,,,ORD_000740,,,,,
,,,,,,,,ORD_000741,,,,,
,,,,,,,,ORD_000742,,,,,
,,,,,,,,ORD_000743,,,,,
,,,,,,,,ORD_000744,,,,,
,,,,,,,,ORD_000745,,,,,
,,,,,,,,ORD_000746,,,,,
,,,,,,,,ORD_000747,,,,,
,,,,,,,,ORD_000748,,,,,
,,,,,,,,ORD_000749,,,,,
,,,,,,,,ORD_000750,,,,,
,,,,,,,,ORD_000751,,,,,
,,,,,,,,ORD_000752,,,,,
,,,,,,,,ORD_000753,,,,,
,,,,,,,,ORD_000754,,,,,
,,,,,,,,ORD_000755,,,,,
,,,,,,,,ORD_000756,,,,,
,,,,,,,,ORD_000757,,,,,
,,,,,,,,ORD_000758,,,,,
,,,,,,,,ORD_000759,,,,,
,,,,,,,,ORD_000760,,,,,
,,,,,,,,ORD_000761,,,,,
,,,,,,,,ORD_000762,,,,,
,,,,,,,,ORD_000763,,,,,
,,,,,,,,ORD_000764,,,,,
,,,,,,,,ORD_000765,,,,,
,,,,,,,,ORD_000766,,,,,
,,,,,,,,ORD_000767,,,,,
,,,,,,,,ORD_000768,,,,,
,,,,,,,,ORD_000769,,,,,
,,,,,,,,ORD_000770,,,,,
,,,,,,,,ORD_000771,,,,,
,,,,,,,,ORD_000772,,,,,
,,,,,,,,ORD_000773,,,,,
,,,,,,,,ORD_000774,,,,,
,,,,,,,,ORD_000775,,,,,
,,,,,,,,ORD_000776,,,,,
,,,,,,,,ORD_000777,,,,,
,,,,,,,,ORD_000778,,,,,
,,,,,,,,ORD_000779,,,,,
,,,,,,,,ORD_000780,,,,,
,,,,,,,,ORD_000781,,,,,
,,,,,,,,ORD_000782,,,,,
,,,,,,,,ORD_000783,,,,,
,,,,,,,,ORD_000784,,,,,
,,,,,,,,ORD_000785,,,,,
,,,,,,,,ORD_000786,,,,,
,,,,,,,,ORD_000787,,,,,
,,,,,,,,ORD_000788,,,,,
,,,,,,,,ORD_000789,,,,,
,,,,,,,,ORD_000790,,,,,
,,,,,,,,ORD_000791,,,,,
,,,,,,,,ORD_000792,,,,,
,,,,,,,,ORD_000793,,,,,
,,,,,,,,ORD_000794,,,,,
,,,,,,,,ORD_000795,,,,,
,,,,,,,,ORD_000796,,,,,
,,,,,,,,ORD_000797,,,,,
,,,,,,,,ORD_000798,,,,,
,,,,,,,,ORD_000799,,,,,
,,,,,,,,ORD_000800,,,,,
,,,,,,,,ORD_000801,,,,,
,,,,,,,,ORD_000802,,,,,
,,,,,,,,ORD_000803,,,,,
,,,,,,,,ORD_000804,,,,,
,,,,,,,,ORD_000805,,,,,
,,,,,,,,ORD_000806,,,,,
,,,,,,,,ORD_000807,,,,,
,,,,,,,,ORD_000808,,,,,
,,,,,,,,ORD_000809,,,,,
,,,,,,,,ORD_000810,,,,,
,,,,,,,,ORD_000811,,,,,
,,,,,,,,ORD_000812,,,,,
,,,,,,,,ORD_000813,,,,,
,,,,,,,,ORD_000814,,,,,
,,,,,,,,ORD_000815,,,,,
,,,,,,,,ORD_000816,,,,,
,,,,,,,,ORD_000817,,,,,
,,,,,,,,ORD_000818,,,,,
,,,,,,,,ORD_000819,,,,,
,,,,,,,,ORD_000820,,,,,
,,,,,,,,ORD_000821,,,,,
,,,,,,,,ORD_000822,,,,,
,,,,,,,,ORD_000823,,,,,
,,,,,,,,ORD_000824,,,,,
,,,,,,,,ORD_000825,,,,,
,,,,,,,,ORD_000826,,,,,
,,,,,,,,ORD_000827,,,,,
,,,,,,,,ORD_000828,,,,,
,,,,,,,,ORD_000829,,,,,
,,,,,,,,ORD_000830,,,,,
,,,,,,,,ORD_000831,,,,,
,,,,,,,,ORD_000832,,,,,
,,,,,,,,ORD_000833,,,,,
,,,,,,,,ORD_000834,,,,,
,,,,,,,,ORD_000835,,,,,
,,,,,,,,ORD_000836,,,,,
,,,,,,,,ORD_000837,,,,,
,,,,,,,,ORD_000838,,,,,
,,,,,,,,ORD_000839,,,,,
,,,,,,,,ORD_000840,,,,,
,,,,,,,,ORD_000841,,,,,
,,,,,,,,ORD_000842,,,,,
,,,,,,,,ORD_000843,,,,,
,,,,,,,,ORD_000844,,,,,
,,,,,,,,ORD_000845,,,,,
,,,,,,,,ORD_000846,,,,,
,,,,,,,,ORD_000847,,,,,
,,,,,,,,ORD_000848,,,,,
,,,,,,,,ORD_000849,,,,,
,,,,,,,,ORD_000850,,,,,
,,,,,,,,ORD_000851,,,,,
,,,,,,,,ORD_000852,,,,,
,,,,,,,,ORD_000853,,,,,
,,,,,,,,ORD_000854,,,,,
,,,,,,,,ORD_000855,,,,,
,,,,,,,,ORD_000856,,,,,
,,,,,,,,ORD_000857,,,,,
,,,,,,,,ORD_000858,,,,,
,,,,,,,,ORD_000859,,,,,
,,,,,,,,ORD_000860,,,,,
,,,,,,,,ORD_000861,,,,,
,,,,,,,,ORD_000862,,,,,
,,,,,,,,ORD_000863,,,,,
,,,,,,,,ORD_000864,,,,,
,,,,,,,,ORD_000865,,,,,
,,,,,,,,ORD_000866,,,,,
,,,,,,,,ORD_000867,,,,,
,,,,,,,,ORD_000868,,,,,
,,,,,,,,ORD_000869,,,,,
,,,,,,,,ORD_000870,,,,,
,,,,,,,,ORD_000871,,,,,
,,,,,,,,ORD_000872,,,,,
,,,,,,,,ORD_000873,,,,,
,,,,,,,,ORD_000874,,,,,
,,,,,,,,ORD_000875,,,,,
,,,,,,,,ORD_000876,,,,,
,,,,,,,,ORD_000877,,,,,
,,,,,,,,ORD_000878,,,,,
,,,,,,,,ORD_000879,,,,,
,,,,,,,,ORD_000880,,,,,
,,,,,,,,ORD_000881,,,,,
,,,,,,,,ORD_000882,,,,,
,,,,,,,,ORD_000883,,,,,
,,,,,,,,ORD_000884,,,,,
,,,,,,,,ORD_000885,,,,,
,,,,,,,,ORD_000886,,,,,
,,,,,,,,ORD_000887,,,,,
,,,,,,,,ORD_000888,,,,,
,,,,,,,,ORD_000889,,,,,
,,,,,,,,ORD_000890,,,,,
,,,,,,,,ORD_000891,,,,,
,,,,,,,,ORD_000892,,,,,
,,,,,,,,ORD_000893,,,,,
,,,,,,,,ORD_000894,,,,,
,,,,,,,,ORD_000895,,,,,
,,,,,,,,ORD_000896,,,,,
,,,,,,,,ORD_000897,,,,,
,,,,,,,,ORD_000898,,,,,
,,,,,,,,ORD_000899,,,,,
,,,,,,,,ORD_000900,,,,,
,,,,,,,,ORD_000901,,,,,
,,,,,,,,ORD_000902,,,,,
,,,,,,,,ORD_000903,,,,,
,,,,,,,,ORD_000904,,,,,
,,,,,,,,ORD_000905,,,,,
,,,,,,,,ORD_000906,,,,,
,,,,,,,,ORD_000907,,,,,
,,,,,,,,ORD_000908,,,,,
,,,,,,,,ORD_000909,,,,,
,,,,,,,,ORD_000910,,,,,
,,,,,,,,ORD_000911,,,,,
,,,,,,,,ORD_000912,,,,,
,,,,,,,,ORD_000913,,,,,
,,,,,,,,ORD_000914,,,,,
,,,,,,,,ORD_000915,,,,,
,,,,,,,,ORD_000916,,,,,
,,,,,,,,ORD_000917,,,,,
,,,,,,,,ORD_000918,,,,,
,,,,,,,,ORD_000919,,,,,
,,,,,,,,ORD_000920,,,,,
,,,,,,,,ORD_000921,,,,,
,,,,,,,,ORD_000922,,,,,
,,,,,,,,ORD_000923,,,,,
,,,,,,,,ORD_000924,,,,,
,,,,,,,,ORD_000925,,,,,
,,,,,,,,ORD_000926,,,,,
,,,,,,,,ORD_000927,,,,,
,,,,,,,,ORD_000928,,,,,
,,,,,,,,ORD_000929,,,,,
,,,,,,,,ORD_000930,,,,,
,,,,,,,,ORD_000931,,,,,
,,,,,,,,ORD_000932,,,,,
,,,,,,,,ORD_000933,,,,,
,,,,,,,,ORD_000934,,,,,
,,,,,,,,ORD_000935,,,,,
,,,,,,,,ORD_000936,,,,,
,,,,,,,,ORD_000937,,,,,
,,,,,,,,ORD_000938,,,,,
,,,,,,,,ORD_000939,,,,,
,,,,,,,,ORD_000940,,,,,
,,,,,,,,ORD_000941,,,,,
,,,,,,,,ORD_000942,,,,,
,,,,,,,,ORD_000943,,,,,
,,,,,,,,ORD_000944,,,,,
,,,,,,,,ORD_000945,,,,,
,,,,,,,,ORD_000946,,,,,
,,,,,,,,ORD_000947,,,,,
,,,,,,,,ORD_000948,,,,,
,,,,,,,,ORD_000949,,,,,
,,,,,,,,ORD_000950,,,,,
,,,,,,,,ORD_000951,,,,,
,,,,,,,,ORD_000952,,,,,
,,,,,,,,ORD_000953,,,,,
,,,,,,,,ORD_000954,,,,,
,,,,,,,,ORD_000955,,,,,
,,,,,,,,ORD_000956,,,,,
,,,,,,,,ORD_000957,,,,,
,,,,,,,,ORD_000958,,,,,
,,,,,,,,ORD_000959,,,,,
,,,,,,,,ORD_000960,,,,,
,,,,,,,,ORD_000961,,,,,
,,,,,,,,ORD_000962,,,,,
,,,,,,,,ORD_000963,,,,,
,,,,,,,,ORD_000964,,,,,
,,,,,,,,ORD_000965,,,,,
,,,,,,,,ORD_000966,,,,,
,,,,,,,,ORD_000967,,,,,
,,,,,,,,ORD_000968,,,,,
,,,,,,,,ORD_000969,,,,,
,,,,,,,,ORD_000970,,,,,
,,,,,,,,ORD_000971,,,,,
,,,,,,,,ORD_000972,,,,,
,,,,,,,,ORD_000973,,,,,
,,,,,,,,ORD_000974,,,,,
,,,,,,,,ORD_000975,,,,,
,,,,,,,,ORD_000976,,,,,
,,,,,,,,ORD_000977,,,,,
,,,,,,,,ORD_000978,,,,,
,,,,,,,,ORD_000979,,,,,
,,,,,,,,ORD_000980,,,,,
,,,,,,,,ORD_000981,,,,,
,,,,,,,,ORD_000982,,,,,
,,,,,,,,ORD_000983,,,,,
,,,,,,,,ORD_000984,,,,,
,,,,,,,,ORD_000985,,,,,
,,,,,,,,ORD_000986,,,,,
,,,,,,,,ORD_000987,,,,,
,,,,,,,,ORD_000988,,,,,
,,,,,,,,ORD_000989,,,,,
,,,,,,,,ORD_000990,,,,,
,,,,,,,,ORD_000991,,,,,
,,,,,,,,ORD_000992,,,,,
,,,,,,,,ORD_000993,,,,,
,,,,,,,,ORD_000994,,,,,
,,,,,,,,ORD_000995,,,,,
,,,,,,,,ORD_000996,,,,,
,,,,,,,,ORD_000997,,,,,
,,,,,,,,ORD_000998,,,,,
,,,,,,,,ORD_000999,,,,,
,,,,,,,,ORD_001000,,,,,
,,,,,,,,ORD_001001,,,,,
,,,,,,,,ORD_001002,,,,,
,,,,,,,,ORD_001003,,,,,
,,,,,,,,ORD_001004,,,,,
,,,,,,,,ORD_001005,,,,,
,,,,,,,,ORD_001006,,,,,
,,,,,,,,ORD_001007,,,,,
,,,,,,,,ORD_001008,,,,,
,,,,,,,,ORD_001009,,,,,
,,,,,,,,ORD_001010,,,,,
,,,,,,,,ORD_001011,,,,,
,,,,,,,,ORD_001012,,,,,
,,,,,,,,ORD_001013,,,,,
,,,,,,,,ORD_001014,,,,,
,,,,,,,,ORD_001015,,,,,
,,,,,,,,ORD_001016,,,,,
,,,,,,,,ORD_001017,,,,,
,,,,,,,,ORD_001018,,,,,
,,,,,,,,ORD_001019,,,,,
,,,,,,,,ORD_001020,,,,,
,,,,,,,,ORD_001021,,,,,
,,,,,,,,ORD_001022,,,,,
,,,,,,,,ORD_001023,,,,,
,,,,,,,,ORD_001024,,,,,
,,,,,,,,ORD_001025,,,,,
,,,,,,,,ORD_001026,,,,,
,,,,,,,,ORD_001027,,,,,
,,,,,,,,ORD_001028,,,,,
,,,,,,,,ORD_001029,,,,,
,,,,,,,,ORD_001030,,,,,
,,,,,,,,ORD_001031,,,,,
,,,,,,,,ORD_001032,,,,,
,,,,,,,,ORD_001033,,,,,
,,,,,,,,ORD_001034,,,,,
,,,,,,,,ORD_001035,,,,,
,,,,,,,,ORD_001036,,,,,
,,,,,,,,ORD_001037,,,,,
,,,,,,,,ORD_001038,,,,,
,,,,,,,,ORD_001039,,,,,
,,,,,,,,ORD_001040,,,,,
,,,,,,,,ORD_001041,,,,,
,,,,,,,,ORD_001042,,,,,
,,,,,,,,ORD_001043,,,,,
,,,,,,,,ORD_001044,,,,,
,,,,,,,,ORD_001045,,,,,
,,,,,,,,ORD_001046,,,,,
,,,,,,,,ORD_001047,,,,,
,,,,,,,,ORD_001048,,,,,
,,,,,,,,ORD_001049,,,,,
,,,,,,,,ORD_001050,,,,,
,,,,,,,,ORD_001051,,,,,
,,,,,,,,ORD_001052,,,,,
,,,,,,,,ORD_001053,,,,,
,,,,,,,,ORD_001054,,,,,
,,,,,,,,ORD_001055,,,,,
,,,,,,,,ORD_001056,,,,,
,,,,,,,,ORD_001057,,,,,
,,,,,,,,ORD_001058,,,,,
,,,,,,,,ORD_001059,,,,,
,,,,,,,,ORD_001060,,,,,
,,,,,,,,ORD_001061,,,,,
,,,,,,,,ORD_001062,,,,,
,,,,,,,,ORD_001063,,,,,
,,,,,,,,ORD_001064,,,,,
,,,,,,,,ORD_001065,,,,,
,,,,,,,,ORD_001066,,,,,
,,,,,,,,ORD_001067,,,,,
,,,,,,,,ORD_001068,,,,,
,,,,,,,,ORD_001069,,,,,
,,,,,,,,ORD_001070,,,,,
,,,,,,,,ORD_001071,,,,,
,,,,,,,,ORD_001072,,,,,
,,,,,,,,ORD_001073,,,,,
,,,,,,,,ORD_001074,,,,,
,,,,,,,,ORD_001075,,,,,
,,,,,,,,ORD_001076,,,,,
,,,,,,,,ORD_001077,,,,,
,,,,,,,,ORD_001078,,,,,
,,,,,,,,ORD_001079,,,,,
,,,,,,,,ORD_001080,,,,,
,,,,,,,,ORD_001081,,,,,
,,,,,,,,ORD_001082,,,,,
,,,,,,,,ORD_001083,,,,,
,,,,,,,,ORD_001084,,,,,
,,,,,,,,ORD_001085,,,,,
,,,,,,,,ORD_001086,,,,,
,,,,,,,,ORD_001087,,,,,
,,,,,,,,ORD_001088,,,,,
,,,,,,,,ORD_001089,,,,,
,,,,,,,,ORD_001090,,,,,
,,,,,,,,ORD_001091,,,,,
,,,,,,,,ORD_001092,,,,,
,,,,,,,,ORD_001093,,,,,
,,,,,,,,ORD_001094,,,,,
,,,,,,,,ORD_001095,,,,,
,,,,,,,,ORD_001096,,,,,
,,,,,,,,ORD_001097,,,,,
,,,,,,,,ORD_001098,,,,,
,,,,,,,,ORD_001099,,,,,
,,,,,,,,ORD_001100,,,,,
,,,,,,,,ORD_001101,,,,,
,,,,,,,,ORD_001102,,,,,
,,,,,,,,ORD_001103,,,,,
,,,,,,,,ORD_001104,,,,,
,,,,,,,,ORD_001105,,,,,
,,,,,,,,ORD_001106,,,,,
,,,,,,,,ORD_001107,,,,,
,,,,,,,,ORD_001108,,,,,
,,,,,,,,ORD_001109,,,,,
,,,,,,,,ORD_001110,,,,,
,,,,,,,,ORD_001111,,,,,
,,,,,,,,ORD_001112,,,,,
,,,,,,,,ORD_001113,,,,,
,,,,,,,,ORD_001114,,,,,
,,,,,,,,ORD_001115,,,,,
,,,,,,,,ORD_001116,,,,,
,,,,,,,,ORD_001117,,,,,
,,,,,,,,ORD_001118,,,,,
,,,,,,,,ORD_001119,,,,,
,,,,,,,,ORD_001120,,,,,
,,,,,,,,ORD_001121,,,,,
,,,,,,,,ORD_001122,,,,,
,,,,,,,,ORD_001123,,,,,
,,,,,,,,ORD_001124,,,,,
,,,,,,,,ORD_001125,,,,,
,,,,,,,,ORD_001126,,,,,
,,,,,,,,ORD_001127,,,,,
,,,,,,,,ORD_001128,,,,,
,,,,,,,,ORD_001129,,,,,
,,,,,,,,ORD_001130,,,,,
,,,,,,,,ORD_001131,,,,,
,,,,,,,,ORD_001132,,,,,
,,,,,,,,ORD_001133,,,,,
,,,,,,,,ORD_001134,,,,,
,,,,,,,,ORD_001135,,,,,
,,,,,,,,ORD_001136,,,,,
,,,,,,,,ORD_001137,,,,,
,,,,,,,,ORD_001138,,,,,
,,,,,,,,ORD_001139,,,,,
,,,,,,,,ORD_001140,,,,,
,,,,,,,,ORD_001141,,,,,
,,,,,,,,ORD_001142,,,,,
,,,,,,,,ORD_001143,,,,,
,,,,,,,,ORD_001144,,,,,
,,,,,,,,ORD_001145,,,,,
,,,,,,,,ORD_001146,,,,,
,,,,,,,,ORD_001147,,,,,
,,,,,,,,ORD_001148,,,,,
,,,,,,,,ORD_001149,,,,,
,,,,,,,,ORD_001150,,,,,
,,,,,,,,ORD_001151,,,,,
,,,,,,,,ORD_001152,,,,,
,,,,,,,,ORD_001153,,,,,
,,,,,,,,ORD_001154,,,,,
,,,,,,,,ORD_001155,,,,,
,,,,,,,,ORD_001156,,,,,
,,,,,,,,ORD_001157,,,,,
,,,,,,,,ORD_001158,,,,,
,,,,,,,,ORD_001159,,,,,
,,,,,,,,ORD_001160,,,,,
,,,,,,,,ORD_001161,,,,,
,,,,,,,,ORD_001162,,,,,
,,,,,,,,ORD_001163,,,,,
,,,,,,,,ORD_001164,,,,,
,,,,,,,,ORD_001165,,,,,
,,,,,,,,ORD_001166,,,,,
,,,,,,,,ORD_001167,,,,,
,,,,,,,,ORD_001168,,,,,
,,,,,,,,ORD_001169,,,,,
,,,,,,,,ORD_001170,,,,,
,,,,,,,,ORD_001171,,,,,
,,,,,,,,ORD_001172,,,,,
,,,,,,,,ORD_001173,,,,,
,,,,,,,,ORD_001174,,,,,
,,,,,,,,ORD_001175,,,,,
,,,,,,,,ORD_001176,,,,,
,,,,,,,,ORD_001177,,,,,
,,,,,,,,ORD_001178,,,,,
,,,,,,,,ORD_001179,,,,,
,,,,,,,,ORD_001180,,,,,
,,,,,,,,ORD_001181,,,,,
,,,,,,,,ORD_001182,,,,,
,,,,,,,,ORD_001183,,,,,
,,,,,,,,ORD_001184,,,,,
,,,,,,,,ORD_001185,,,,,
,,,,,,,,ORD_001186,,,,,
,,,,,,,,ORD_001187,,,,,
,,,,,,,,ORD_001188,,,,,
,,,,,,,,ORD_001189,,,,,
,,,,,,,,ORD_001190,,,,,
,,,,,,,,ORD_001191,,,,,
,,,,,,,,ORD_001192,,,,,
,,,,,,,,ORD_001193,,,,,
,,,,,,,,ORD_001194,,,,,
,,,,,,,,ORD_001195,,,,,
,,,,,,,,ORD_001196,,,,,
,,,,,,,,ORD_001197,,,,,
,,,,,,,,ORD_001198,,,,,
,,,,,,,,ORD_001199,,,,,
,,,,,,,,ORD_001200,,,,,
,,,,,,,,ORD_001201,,,,,
,,,,,,,,ORD_001202,,,,,
,,,,,,,,ORD_001203,,,,,
,,,,,,,,ORD_001204,,,,,
,,,,,,,,ORD_001205,,,,,
,,,,,,,,ORD_001206,,,,,
,,,,,,,,ORD_001207,,,,,
,,,,,,,,ORD_001208,,,,,
,,,,,,,,ORD_001209,,,,,
,,,,,,,,ORD_001210,,,,,
,,,,,,,,ORD_001211,,,,,
,,,,,,,,ORD_001212,,,,,
,,,,,,,,ORD_001213,,,,,
,,,,,,,,ORD_001214,,,,,
,,,,,,,,ORD_001215,,,,,
,,,,,,,,ORD_001216,,,,,
,,,,,,,,ORD_001217,,,,,
,,,,,,,,ORD_001218,,,,,
,,,,,,,,ORD_001219,,,,,
,,,,,,,,ORD_001220,,,,,
,,,,,,,,ORD_001221,,,,,
,,,,,,,,ORD_001222,,,,,
,,,,,,,,ORD_001223,,,,,
,,,,,,,,ORD_001224,,,,,
,,,,,,,,ORD_001225,,,,,
,,,,,,,,ORD_001226,,,,,
,,,,,,,,ORD_001227,,,,,
,,,,,,,,ORD_001228,,,,,
,,,,,,,,ORD_001229,,,,,
,,,,,,,,ORD_001230,,,,,
,,,,,,,,ORD_001231,,,,,
,,,,,,,,ORD_001232,,,,,
,,,,,,,,ORD_001233,,,,,
,,,,,,,,ORD_001234,,,,,
,,,,,,,,ORD_001235,,,,,
,,,,,,,,ORD_001236,,,,,
,,,,,,,,ORD_001237,,,,,
,,,,,,,,ORD_001238,,,,,
,,,,,,,,ORD_001239,,,,,
,,,,,,,,ORD_001240,,,,,
,,,,,,,,ORD_001241,,,,,
,,,,,,,,ORD_001242,,,,,
,,,,,,,,ORD_001243,,,,,
,,,,,,,,ORD_001244,,,,,
,,,,,,,,ORD_001245,,,,,
,,,,,,,,ORD_001246,,,,,
,,,,,,,,ORD_001247,,,,,
,,,,,,,,ORD_001248,,,,,
,,,,,,,,ORD_001249,,,,,
,,,,,,,,ORD_001250,,,,,
,,,,,,,,ORD_001251,,,,,
,,,,,,,,ORD_001252,,,,,
,,,,,,,,ORD_001253,,,,,
,,,,,,,,ORD_001254,,,,,
,,,,,,,,ORD_001255,,,,,
,,,,,,,,ORD_001256,,,,,
,,,,,,,,ORD_001257,,,,,
,,,,,,,,ORD_001258,,,,,
,,,,,,,,ORD_001259,,,,,
,,,,,,,,ORD_001260,,,,,
,,,,,,,,ORD_001261,,,,,
,,,,,,,,ORD_001262,,,,,
,,,,,,,,ORD_001263,,,,,
,,,,,,,,ORD_001264,,,,,
,,,,,,,,ORD_001265,,,,,
,,,,,,,,ORD_001266,,,,,
,,,,,,,,ORD_001267,,,,,
,,,,,,,,ORD_001268,,,,,
,,,,,,,,ORD_001269,,,,,
,,,,,,,,ORD_001270,,,,,
,,,,,,,,ORD_001271,,,,,
,,,,,,,,ORD_001272,,,,,
,,,,,,,,ORD_001273,,,,,
,,,,,,,,ORD_001274,,,,,
,,,,,,,,ORD_001275,,,,,
,,,,,,,,ORD_001276,,,,,
,,,,,,,,ORD_001277,,,,,
,,,,,,,,ORD_001278,,,,,
,,,,,,,,ORD_001279,,,,,
,,,,,,,,ORD_001280,,,,,
,,,,,,,,ORD_001281,,,,,
,,,,,,,,ORD_001282,,,,,
,,,,,,,,ORD_001283,,,,,
,,,,,,,,ORD_001284,,,,,
,,,,,,,,ORD_001285,,,,,
,,,,,,,,ORD_001286,,,,,
,,,,,,,,ORD_001287,,,,,
,,,,,,,,ORD_001288,,,,,
,,,,,,,,ORD_001289,,,,,
,,,,,,,,ORD_001290,,,,,
,,,,,,,,ORD_001291,,,,,
,,,,,,,,ORD_001292,,,,,
,,,,,,,,ORD_001293,,,,,
,,,,,,,,ORD_001294,,,,,
,,,,,,,,ORD_001295,,,,,
,,,,,,,,ORD_001296,,,,,
,,,,,,,,ORD_001297,,,,,
,,,,,,,,ORD_001298,,,,,
,,,,,,,,ORD_001299,,,,,
,,,,,,,,ORD_001300,,,,,
,,,,,,,,ORD_001301,,,,,
,,,,,,,,ORD_001302,,,,,
,,,,,,,,ORD_001303,,,,,
,,,,,,,,ORD_001304,,,,,
,,,,,,,,ORD_001305,,,,,
,,,,,,,,ORD_001306,,,,,
,,,,,,,,ORD_001307,,,,,
,,,,,,,,ORD_001308,,,,,
,,,,,,,,ORD_001309,,,,,
,,,,,,,,ORD_001310,,,,,
,,,,,,,,ORD_001311,,,,,
,,,,,,,,ORD_001312,,,,,
,,,,,,,,ORD_001313,,,,,
,,,,,,,,ORD_001314,,,,,
,,,,,,,,ORD_001315,,,,,
,,,,,,,,ORD_001316,,,,,
,,,,,,,,ORD_001317,,,,,
,,,,,,,,ORD_001318,,,,,
,,,,,,,,ORD_001319,,,,,
,,,,,,,,ORD_001320,,,,,
,,,,,,,,ORD_001321,,,,,
,,,,,,,,ORD_001322,,,,,
,,,,,,,,ORD_001323,,,,,
,,,,,,,,ORD_001324,,,,,
,,,,,,,,ORD_001325,,,,,
,,,,,,,,ORD_001326,,,,,
,,,,,,,,ORD_001327,,,,,
,,,,,,,,ORD_001328,,,,,
,,,,,,,,ORD_001329,,,,,
,,,,,,,,ORD_001330,,,,,
,,,,,,,,ORD_001331,,,,,
,,,,,,,,ORD_001332,,,,,
,,,,,,,,ORD_001333,,,,,
,,,,,,,,ORD_001334,,,,,
,,,,,,,,ORD_001335,,,,,
,,,,,,,,ORD_001336,,,,,
,,,,,,,,ORD_001337,,,,,
,,,,,,,,ORD_001338,,,,,
,,,,,,,,ORD_001339,,,,,
,,,,,,,,ORD_001340,,,,,
,,,,,,,,ORD_001341,,,,,
,,,,,,,,ORD_001342,,,,,
,,,,,,,,ORD_001343,,,,,
,,,,,,,,ORD_001344,,,,,
,,,,,,,,ORD_001345,,,,,
,,,,,,,,ORD_001346,,,,,
,,,,,,,,ORD_001347,,,,,
,,,,,,,,ORD_001348,,,,,
,,,,,,,,ORD_001349,,,,,
,,,,,,,,ORD_001350,,,,,
,,,,,,,,ORD_001351,,,,,
,,,,,,,,ORD_001352,,,,,
,,,,,,,,ORD_001353,,,,,
,,,,,,,,ORD_001354,,,,,
,,,,,,,,ORD_001355,,,,,
,,,,,,,,ORD_001356,,,,,
,,,,,,,,ORD_001357,,,,,
,,,,,,,,ORD_001358,,,,,
,,,,,,,,ORD_001359,,,,,
,,,,,,,,ORD_001360,,,,,
,,,,,,,,ORD_001361,,,,,
